cat,label,review
平板,0,不好，去了系统的实际内存没剩下多大了，用几天就得慢，而且赠送的东西也都没有了，一起拍的朋友的就有我的就没有，私藏了
酒店,1,7月底入住的 总体来说3星级的能做到这样已经很不容易了 比较干净 感觉也很温馨 服务态度也很好 只是6楼还有蚊子....地方略微小了些 不过还是很满意的
水果,1,很不错，长期京东买水果，品质好，速度快，放心。
书籍,0,可以上网草草浏览，因为没有再读的必要
水果,0,所谓的大果，跟市场上能买到的小果没区别，总共买了6个，只有1个大的，剩下全是小的，家里也没有秤，也就值1分的评价
手机,0,"今年上半年购机使用后,上述网友们发表的手机问题也是频繁发生。上个月手机短信功能又突然失灵。去指定维修点告知：生产厂家关门，维修点撤销。想修都没有地方去修理，服务态度太差。"
衣服,1,"衣服已经收到了,物流挺快的,质量还不错,试穿了大小也合身,大气上档次，颜色也和图上的一样,款式大方,好搭配.手感摸着衣服的面料还挺柔软的,不会起皱，版型时尚修身，穿着也很舒服.超喜欢，很满意的一次网购，五分好评"
书籍,1,其实，非常感谢从来没有见过面的任老师。这本书真的很值得推荐给想考研的学子们！本人也是大学里面的老师，这本书真的很棒！希望更多的人，可以通过自己的努力，实现自己的梦想！
酒店,1,优点：位置好找，就在安贞桥东南角，入住15楼2房2厅，设施不错，3个电视，家具比较新，空间够大，户内应该有100平米以上，正式的公寓布局，有厨房微波炉，大冰箱，如果一家人度假长住最合适不过了，象家里一样。楼下的餐厅提供家常北京菜，不贵，量足。缺点：看不到鸟巢，要很好的眼神才能看到一个鸟巢肩膀，走路去也不近。离地铁站真的有500米，要走10多分钟，抱着孩子带着行李的还是打车好。卫生间设施有点旧，公卫淋浴排水不好，一洗就水漫金山。不好也不坏：服务态度很有北京特色，够客气也够拖拉，官气足，谁让人家是首都呢。
水果,1,还不错，每一个都很大，很新鲜，口感不错！已经买了好几回了！信赖京东，买了一堆东西，辛苦快递小哥啦！
酒店,0,真的不敢相信那个酒店就是照片上的
衣服,0,号码比较小了，，让他高呼
书籍,0,空尤其是三立电视台女主播做的序尤其无趣像是硬凑那么多字
手机,0,唉，相中这机子就是因为功能简单，想着功能简单就不容易出问题，没想到铃声又有问题了，一会声大一会声小，来电话时响铃，中间还会断一下，接着再响，想想都搞笑，现在送修去了，KF小姐听到我的说明后，满脸茫然，只记得一句话，这个我们也解释不了，要检测一下
水果,0,11号早上9点下单，15号下午5点才送到，我都不知道还能不能吃，感觉怪怪的，居然说水果不支持退货
水果,1,看起来很好吃，棒棒的妖。666666666666标题一定要长
酒店,0,酒店房间设施比较差，卫生也一般，有股味道。就是位置还算可以，有包含接机服务，服务不可恭维，定了房间，到了之后怎么找都找不到，通过携程才解决，三更半夜，折腾半死！
手机,0,排线容易坏我已经换了几次了啊！而且售后服务特别差
手机,1,15.7mm的超薄机身、上盖采用了皮草装饰、可270度旋转的摄像头、内容丰富的MOBO物语
手机,0,太多了，没法说了，同志们你们千万不要买啊样子还可以，带机不行，电池用一阵子就瓢了还死机内存超小了，天，不说了，还有短信想要看一下得等2年
酒店,1,酒店的服务非常好，对待客人像对待家人一样。我是12月23日到27日在酒店住了4个晚上，可以说每晚都有事情发生（先声明事情都是我引起的不是酒店），但酒店每件事都处理的很好，让我觉的很温暖。23日入住时，行李员引导我进房间，并主动帮我检查所有的设施是否正常，结果发现床头灯不亮，于是立即找来房间服务员帮我检查修理，2分钟后一切正常了。要是别的酒店行李员，肯定会放下行李就走了。24日晚，我想泡功夫茶，结果发现有个茶杯不太干净，有点生气，所以就写了个字条留给房间服务生，可是第二天，也就是25日晚上回来，发现茶几上有一个果盘和一封道歉信，是房悟经理亲笔写的，很诚恳，让我也很感动。当即我就决定再泡一次功夫茶。可不巧，25日这晚当我要泡茶时我把茶碗盖打破了，闽南人泡茶不是用茶壶而是我们泡八宝茶的那种茶碗，没有盖茶又泡不成了，遗憾之余还觉得有点愧疚。所以我又留了张字条给房间服务员，表示我会赔偿。但第二天晚上我回到房间，又发现了一封信，酒店表示让我免赔，还非常贴心的问我是否划伤了手，并放了两片创可贴在信封里，当时的我，眼泪一下就出来了，只有妈妈会做的事，想不到在远离家乡的厦门也有人为我做。除此以外，酒店还送了圣诞礼物和贺卡，如果有人打电话到房间我没在房间不能接，酒店也会留下字条告知来电话的人的姓氏和联系方式，我觉得真的很到位，很贴心。这是我住的服务最好的酒店，比5星级的酒店还好，因为他们是出于真心的，而非程式化的服务。下次肯定还去住。
酒店,1,入住西楼海景套房（据说离海更近一点），应该说总体很不错，有老五星的风范。服务也比较热情。可能是比较老或是空调或是近海的原因，房间内稍有一点异味。地毯厚度不够5星的。家具大都是原色的，地毯也是颜色的，不亮丽。电视陈旧，遥控器不灵了。比较好玩的是房间里的电水壶的大个头，好像还是进口的。还有早餐分中西常规、粤式(我倾向于这个)和日式的3个厅，不过只能选择其中一个，到10点结束。走廊是分片的感应灯。有夜床服务、午茶小饼干1块、枕头上会放一张别着小鲜花的印有诗句的卡纸，赞！洁具质量不好，除了肥皂。无烟楼层有客人在走廊和房间(房门洞开)抽烟，无人制止。缺少报纸供应。盥洗室放有女孩子可应急的发筋，细心，再赞一个。套房的景色很不错，离海倒是确实近，就在背后。稍微偏离一点商业区，不过不远，打车到五四广场3公里不到。补充点评 2008年3月6日 ： 差点忘了，我打车的司机径直把握开到东楼，拉门的先生还给我一张记录有车牌号的纸片，赞一下。另外，青岛的酒店服务普遍不错。不过饭店的服务员可能没听说过“菊花普洱”。
平板,0,购买的是壳膜套装版，发票也是写套装版，送货来的只有裸机，给电话客服，客服声称套装就是没有壳膜的，购物清单里也没写壳膜，大玩文字游戏，然后甩锅供应商，要顾客自己找供应商。在线问供应商，供应商声称已经送完，你这个跟裸机一个价格(潜台词反正你也没吃亏？)，然后又甩锅给京东，说是京东页面异常，让我去找京东客服。京东和供应商踢皮球这么溜，国足有救了！
水果,1,东西是给慰问同事用的，但是同事说没给开发票，报销还得再申请电子发票 挺麻烦的
衣服,1,质量不错，颜色很正，款式好看
计算机,0,什么都没有送，就一台裸机，还发现有一个坏点，难道是我的RP有问题？
热水器,0,东西和美的售后都很不错。唯一不太好的就是耗电量很大哦，一天24小时开着大约耗电11度，而且热的慢
水果,0,没有苹果味，以后绝对绝对不能在生鲜区买东西，全军覆没???
计算机,1,自己去松江配送点拿的货，一打看就看到显示屏下方的有一处黑漆掉色严重．是帮朋友买的，郁闷中．
计算机,1,屏幕 做工 都可以 价格公道 用pe装的雨林木风的系统 重启时引导出了点问题 送的光盘里有驱动和程序 装上快捷键就能用了
洗发水,0,不是很满意，感觉不像正品！！！ 不会是冒牌的吧
水果,1,发货速度快，送货员服务细心周到，提前电话通知货即将送到
水果,1,苹果有点小，什么价买什么果，无聊吃一个
衣服,0,不好一点也不好
酒店,0,有贵。服务很差。卫生很一般。周边什么都没有
酒店,1,"1\象前面评价的服务态度非常好,前台接待很棒.2\房间用品设施还可以,就是窗不能开比较郁闷,有点味道的,开了空调还好.3\地理位置很好,离地铁很近,离商场很近,逛街方便.4\就是携程没有早餐比较讨厌.呵呵,还看到有人办婚宴.400元还可以了."
平板,0,下午2点分派快递员，第二天下午4点才送到，说好30号到结果31号的
书籍,0,"仔细的阅读了前几章,失望.对这种只泛泛而谈什么?女孩子要现实?的论调很反感.实际操作方法倒一条也没有.举得例子也没什么信服力,都是自己编的名字和故事.总之~~~以后不会再买畅销书榜上所谓人生真谛类的书籍了人,没活到进棺材,谁也别说悟透了人生."
计算机,1,送了那么多东西，还用了-100的卷，好！！！！！！！！！！！！1
水果,1,这牌子的苹果真是好吃噢，吃起来脆脆的、爽爽的、又多汁，就是苹果皮面有蜡，皮肯定是不要才能吃哦，每个苹果包装都完整不怕烂，在京东购买就是放心，我们家是京东的铁粉丝，家里的小姐姐知道苹果是京东哥哥送的，真是开心的跳舞。
平板,0,如果你恨一个人，又不好表现出来。那就买这个手机吧，完全不值这个价格。
水果,1,京东快递员真的超赞，服务到位，我们家老弱孕，没办法下楼拿，快递小哥二话不说给我抬上来了，很感动。很棒！
衣服,0,感觉买小了，穿上很紧，不舒服
平板,0,"买之前期望还是很大，手机就是mate8.用了一段时间，握草，烂爆了，说好的4G运行内存只有3.8G,32G储存可用24G,流畅度和苹果差的不是一条街，有时播放视频都卡，真心不该图便宜买m3.就该加500买Air2.还说和mate8一样的处理器，骗鬼去吧……"
酒店,1,总体来说算满意，房间比较大，床还算干净，床头装饰比较漂亮，卫生间尚可。提供接机服务，虽然车比较陈旧，但毕竟是免费的。地理位置很好，在束河古镇内，强烈推荐住那里，觉得比大研古城好，安静一点，而且人很热情，不像古城内，商业气息太浓，人也没古镇友好。服务比较好，有问必答。缺点： 淋浴水温根本无法调到舒适的温度，不是太冷就是太热。地毯比较脏，建议要经常吸尘，不然干脆换木质地板。性价比有待提高。
平板,0,京东保价协议就是一纸空文，买完第二天就降价，跟客服沟通后只说返还京东逗，却不返还现金
酒店,0,服务很一般，设施和装修也不好。
水果,1,京东生鲜值得信赖，味道好，送货快，快递小哥下雨送货很辛苦。
平板,0,充电口难插的要死要活的……每次都要试很久……硬插里面就断了，真是服气……这做工……
酒店,1,还有提琴曲艺在大厅表演，非常不错，地理位置绝佳，很安静的西安市郊，是住宿的首选
平板,1,现在用着挺流畅，不知道以后怎么样，拍照效果也还可以！
洗发水,1,已经使用，觉得效果不错！期待头发少掉一些。
衣服,1,好评，客服态度很好，物流也很快。裤子也很好
酒店,1,酒店在老市中心，交通方便，房间干净。但开办时间较早，与其他四星相比，硬件略差，周围特色饭店较少。
平板,1,不错啊 价格很实惠 质量好的很 点个赞吧
平板,1,不好用，内存小，开关键设置的地方经常会碰到了锁屏，麻烦，太重了
手机,1,不到一千元，在电信超市买的，铃声还可以，来电时，可选铃声还算清脆！可以简单地短时间录音！
洗发水,1,一两句说不清啊！今天刚收到货，我订的物流给我弄丢了?这又给我定了两套。东西件数不差就是包装盒不一样 。我闻了还是那个味道?一直用沙宣，是正品。
衣服,0,买的30这么会成32的了？
水果,0,苹果很小的又很硬，水分少，一点不脆。口感非常超，太难吃了！超烂，这种苹果两块一斤都不想要，让我看到实物绝不会要买。图片和实物差太远
洗发水,1,清扬用了好多回了 很不错活动买的 很划算，自营送货快，非常满意。
洗发水,0,很稀，像是稀释过。。。。。
平板,1,很不错，送的钢化膜很好用。第一次买华为的产品，希望不要让我失望。
酒店,1,"前台客房服务态度非常好！早餐很丰富，房价很干净。再接再厉！中国人的酒店就是无烟房间少，或者把烟灰缸放进抽屉就是无烟处理。我们这类75%不吸烟者需要再忍受25%烟鬼吗？希望中国办的宾馆向外企学习。请多设无烟楼层。谢谢。我原先定的房价没有无烟层楼了，我就得加付20% 提升高级点的无烟层房间。We are the 75% non-smokers, it is about time that the Hotel respect us to have the freedom of freshair, BAN the Smokers in the Check-in or Check-out counter please. Thank you.没有或者很少无烟房间! 电梯内不许吸烟, 还是有一些吸烟者仍然没有服从规则! 我是不抽烟的人, 成为二手烟的受害者! (中国13亿人口中,烟民只有3.2亿. 不到1/4!!!)看到这条评论的烟民,请自觉好吗?谢谢."
酒店,1,"酒店的check in 和 check out很快.预订的普通单人间没有了免费升到了商务单人单,不错,房间内的电脑网速也是很快.就是地毯老了点.可以就是A幢和B幢的区别吧.早餐也还可以吧.总体来讲性价比挺高.下次还会选择."
衣服,0,刚收的货就看到这些脏点点，太揪心了，班尼路对你失望了
酒店,0,"很高档,但位置非常不好,搭地铁或坐出租车都很不便,吃饭要走十分钟才有较大的餐厅"
书籍,0,"文章的内容与现实严重脱节,虽说小说允许虚构,但也不应该如此.而且叙述情节很是混乱,虽说我最终能搞懂,但读后让人头晕难受."
洗发水,1,活动买的，能扫码，比超市便便点点，一直用清扬，希望是正品
洗发水,1,洗发水很好用，价格不贵，实惠，值得购买。要是有几种效果混装就更好啦。京东的物流，没得说，就是快。
平板,0,垃圾货，爸妈用了两个月不到，听筒就坏了。还卡得要死。
水果,1,东西已经收到了，但是有小物流很给力
酒店,0,1. 诚信有问题的酒店。在前台问价格比网上订便宜多了，然后，知道你是网上订的，就马上改口，然后一定要你用网上的价格结算（由于网上订是用信用卡担保的，没办法），结果，就被坑了。2. 房间的蚊子挺多的。3. 温泉没怎么清洁，早上 8：00 去泡，刚换的水，还是很脏，不明白为何人那么少，还那么脏；温泉的设施与开平、阳江比，只能说是落后10年了；4. 温泉在山边，空气不错。5. 餐厅还行，早点做得不错，与外的几间大排档比，价格上也很接近，在餐厅吃也不错。补充点评 2007年10月7日 ： 少说了一点：6. 酒店没有 POS 机，不接受信用卡，这非常少见。
水果,1,物流超快，送到家，超赞。苹果好吃不贵。
平板,1,很好，5月4号生产的，声音效果和传说的一样，散热也很好，运行流畅。
平板,1,东西已收到，屏幕色彩好，京东快递给力
书籍,1,悦读纪的图书，我几乎本本都买，所以当时没犹豫就买了。拿到书，淡雅的封面，几片薄荷糖，心中窃笑，怎么不画几片薄荷，不是更贴切？阅读之后，才发现封面设计确实很贴切，薄荷清香，余味甘甜，不正是知敏的爱情吗？聪彗的知敏，坚强的知敏，她通过努力和奋斗，获得了幸福。与此同时，我们也在阅读之余获得了幸福，因为一本好书给了我们几天幸福的阅读时光，读完，只觉得人暖洋洋的很舒服……
平板,0,华为荣耀7的平板屏幕很模糊，分辨率过低，运行速度慢，因为采用最低端的展讯方案，挺后悔买这款。
手机,0,"接电话经常没有声音,但对方能听到我的声音,不知道为什么.今天拿去升级了软件,不知道能不能好些.顺便问一下,最新的软件是2005年4月CV610409版的"
书籍,0,非常差劲买回了放在电脑上放感觉很卡不爽
蒙牛,0,无力吐槽 你有一个好朋友，祝你幸福！ 几年前，一个在蒙牛工作的朋友告诉我，別喝蒙牛奶。于是我从此没在喝。过了这么多年，一系列蒙牛的负面新闻，我只是奇怪为啥央视还在给它继续做广告呢？所以，我要感谢当年告诉我内幕的朋友！
蒙牛,0,自家的包装给立顿用了，蒙牛会不会不开心？
衣服,0,如果可以没星的话，肯定没星。挂个牌子就叫正品？
平板,0,发票一个月了，还没有邮寄过来，也不联系，差评
平板,0,支持国货，实在不行
洗发水,1,包装不错，有独立的包装盒。一直挺喜欢清扬的洗发露。这款没用过试试。
书籍,1,个人认为最体现亲王的如伦敦地下水道系统般错综复杂的思维以及天马行空的想象和变换莫测的文字的书！而且是接力出版社的哦~包装很用心的说&#183;！去年就买了一本，结果在意料之外的时候送了同学；当然那本已经经过了我班同学的广泛传阅。。。今年又买了一本，接着在我新的班传阅。。。。琢磨着买一打回来，囤着一半，借一半的一半，送一半的一半的一半。。。。。。。。。。。
衣服,1,颜色不错，比想象中的好看，布料摸着也舒服，挺值的一条裤子。没入手的赶紧入手把。特别棒哦。
水果,0,大小不一，没有16个，味道不错
水果,0,火龙果一大一小，大的青硬青硬的，小的感觉像快长毛了……
洗发水,0,为什么洗完头发还是油油的.不顺.根没洗一样.这是什么原因.第一次用滋源.头一天晚上洗的头.第二天同事以为我没洗头.油油的.用其他任何洗头膏都没有过这样子 .
手机,1,外形不错，声音很大。
水果,1,他家苹果最贵，个头最大，但整体上看却不是特别匀称……口感甜脆，品质还不错哒……
水果,1,个头不大，口感不错，大家都说蛮好吃的
洗发水,1,618买的合算下来很便宜，期待用的效果，因为买的东西比较多，快递还分了三次送
水果,1,总体还不错，就是有些有些磕碰了，要挖掉才能吃
平板,0,玩一下就发热严重，经常不操作别的也发热，后悔购买了。
计算机,1,我也是第一次在京东上买本本，不错，发票还是17%增值税发票，就是装XP装了好久，总的来说，京东不错，我的本本是自己去申通拿的，货堆的好多，就在大路上，很不安全。 本本也值！
酒店,1,优点：从自驾车游客吃住的角度看，此“宾馆”已经很不错了。干净、宽敞、自助餐也不错，最大优势是距离景点非常近，开车几分钟就到。缺点：与绝大部分宾馆酒店一样，室内空气污染情况都比较重（不过还可以忍受）。去前如不做好功课，找起来略有困难。
洗发水,0,质量不好，容易跳胶。
蒙牛,0,以为换个马甲别人就不认识了？坚决不买蒙牛
酒店,1,地理位置好，离蓬莱阁和海边近，房间还整洁，服务热情周到，早餐也不错，美中不足就是设施有些陈旧。补充点评 2007年8月29日 ： 抱歉，错把蓬莱打上去了，那里没有的，特纠正，谢谢。
洗发水,0,对京东不满意不满意，亏我一年在你京东花几万
平板,1,运行很流畅 屏幕色域饱和度很高 图片和视频都很鲜艳 重量很轻 性价比很好
平板,1,支持国货，真心希望大家都能使用国产的品牌
洗发水,0,太难用，味道很香，太浓，不起沫，油腻不清爽
平板,1,大屏，就是爽，看电影，听歌很好，音质和画质很棒，特意用了几天才来评价，是正品！
洗发水,1,商品还可以，就是味道不是我喜欢的
平板,0,一点都不好用，屏幕看起来比较模糊。用着用着经常出问题，买东西以来最差的体验
水果,0,不是太满意，还不如之前23块钱三个的，三个果有两个还行
酒店,0,"1,前台不能刷预授权，必须交押金。没有投诉机会，最多给你一张白纸写点意见，估计你转身就丢进垃圾桶了。2，主楼的所有单间和商务套房都是临街，老窗户不隔音，因为是在主干道上晚上车水马龙，除非你的瞌睡很好，否则很能睡得很踏实。第二天换到靠里面的标间楼下却又是靠锅炉和空调，晚上也很吵。第三天换到所谓的商务楼套房，其实就是普通的家庭楼房装修了一番，老房子，靠楼梯上下，这里住的都是当地打夜麻将的人，晚上在楼梯间大声喧哗，隔音更差。3，第四天退房后打当地出租车，问司机这个酒店如何，司机说这里几乎都是当地来“耍的”，打牌XXX等等，几乎很少出差的商务人员住这里。4，感觉很不好"
酒店,0,酒店离开市区挺远，很不方便。除了大堂气派，房间根本没有五星，充其量较差的四星，更莫名其妙的是房间竟然没有暖空调，下次决不考虑入住。
平板,1,用了很久才来评价的，还不错，屏幕适中，握起来很厚重，还送了保护套，钢化膜，塑料模，乐视会员（一年），挺不错的。速度也特别快。
水果,1,评价如下。从来在网上购鲜果，无论怎么完好，总会有个别果子有小小磕碰。但此次买的宝贝，我是用来做果酱的。所以每一个果都被仔细切割，居然没有发现任何暇疵。实在称得上百分之百的完盖无缺！???。三十六个果。如此完美，实属难能可贵。果汁酸甜鲜脆。好。    要请京东代我向快递小哥廖锦辉先生表达我们八旬老人衷心的感激之情：本来我们已下到一楼去取件，但小廖怕我们搬不动伤着了，直接就替我们搬上了四楼！这样的小伙实在令人心生敬意。谢谢京东，谢谢年轻有为的廖先生。
衣服,1,裤子收到了，面料不错，手感好，老公喜欢!
衣服,0,"非常差。我定了XXL的。厂家打电话一再建议XXXL的。结果果然大了，换货。自己出运费，要求换成是XXL的。结果收到后包装上写着XXL,里面衣服是XL.且口袋里面没有缝好。有图有真相。"
水果,0,比较小，而且很酸，没有在外面买的好吃，而且不是很新鲜
水果,0,烂苹果，还有裂的，哎，你们能不能检查一下再发货？
酒店,0,环境不错，设施比较老。一般班。酒店前台的服务态度实在太差。
平板,1,还可以吧 买贵了 第二天降价了 申请补差价 很顺利就退钱了
酒店,0,"这家酒店充其量只能算是三星,无论从硬件还是软件方面来说都达不到五星的标准.我9月14日网上预定了三个房19日入住,结果到了前台被告知没有收到预定单,经过和携程联系后等了足足半小时才入住,这其间没有得到前台一句道歉的话,而且还把我们几个房间分到不同的楼层,说是没有同一楼层的房了;可事实不是这样的,后边我们同行的还有几个朋友入住都分到我这一楼层,证明不是没有房间而是前台有意刁难.到前台与之理论一番之后才把我们几个房安排到一起,真是让人生气,以后再也不会入住这酒店了.另外在前台直接办入住是488,携程的价格是588."
平板,1,鹅蛋1860块买的，送了皮套送了钢化膜送阿乐视影视会员卡，然后就是包装，就是那个品牌店的包装，没有那个保护的哥包装这方面需要改进一下
衣服,0,啥也不说了，这也算小脚款的牛仔裤？？
平板,1,还好吧！用着还可以！
蒙牛,0,我了个去他的生产线逆天了蒙牛真心不敢喝了啊 转发微博
洗发水,0,1:洗发水味道清香好闻，五星好评    2:快递员送货及时，五星好评    3:只有一个盒子，连京东的包装袋都没有，差评
衣服,1,裤子一如既往的好，好看很有版型。一直都想买好一点的裤子终于找到了，以后就认定你家了，好评！！
手机,1,机器到是可以，漂亮，耐用！
酒店,1,"订的是双人房,感觉房间有点小,放了两张床之后就没什么空间了,沙发也只有一个单人的.觉得最不好的是洗手间太太太小了 - 好挤,门拉直打开就到浴缸的边了.除了小的问题之外,房间还是很舒服的.自助早餐不错,很丰富,可惜吃不了多少...会所在酒店外面,觉得有点不方便. 有室内游泳池,去游泳还一定要求带游泳帽,最终没下水, 有点郁闷."
酒店,1,酒店在闹市区，大床间不多，服务生的态度很好，见到客人都会微笑致意。房间的窗户不隔音，晚上会比较吵。
酒店,1,我住的是1号楼，准五星的房间。房间漂亮干净，服务也不错。就是沐浴的时候有点不好，淋浴的水温很不稳定，第二天提了意见，有所改善，但还是没彻底解决；浴缸的水龙头放出来的水像血一样红，肯定很久没人用，又没人定期检查。但总体还是满意的。1号楼的餐厅供应的早餐不错，品种多、味道好。
洗发水,1,挺好的！包装盒也不错！就是赠品小了点
衣服,1,裤子很不错，布料也非常好，推荐哦?
平板,0,发现是被人用过的退的货！非常失望！真的很失望。把别人退的货发给我，太不地道了！
酒店,1,"到桐庐游玩,4月30日晚上一行9人入住上服假日山庄,总结如下:1.地段不错,距离市中心10分钟车程,离几大景点都挺近;傍山空气好非常安静,如果事先做一些功课位置很好找;2.前台小姐服务意识不错,态度很好留下深刻印象;3.酒店餐厅饭菜价廉物美,作为家庭旅游用餐很实惠(9人连啤酒饮料才吃了二百多),10元早餐一定要尝一下,众人称赞下吃不了的还打包带走;4.房间很干净,作为这个价位的宾馆设施基本令人满意,只是浴室的淋浴房实在是要考虑重新改造了;总之,适合家庭出游~下一次去还会选择这家的~~~~~"
平板,0,和上一次的不一样，这次的质量不行
手机,1,1.查看短信方便，可以一个一个往下看，不用看完了一个要退出来看下一个。2.通话键按下去可以看到未接来电，打出电话，打进电话，很方便。3.字体很大，适合我爸看，这一点不错。4.铃声很大，来电不会漏接。还有真人真唱。5.来短信时还有振动提示，也不怕漏掉短信，呵呵。6.屏幕上的中国移动在右下角，不在中间，这个设计不错，可以看到图片。7.电池的待机不错，我爸每天电话30分左右，没有信息。晚上10点左右关，早上7点左右开，可以用5天以上。
酒店,0,房间有味道。但接送机方便
计算机,1,指纹、蓝牙都有，又是独显，这个价格也是市面上最低，很实惠。送货上门很方便很放心。
酒店,0,请大家 注意了 酒店大多房间没有窗户 而且携程网上的介绍绝对有误导
洗发水,1,618搞活动88元买的，很好用，很满意
平板,1,包装很用心，里面是正规的商品包装盒，不错的平板，运行速度快
酒店,1,确实是山上最好的酒店，环境和设施都很不错。我们这次住的是曙光别墅7201房，其他的别墅是竹木屋联排的，一排四间，我们这间是单独的且是水泥的，所以比较隔音，别墅区有3间这样的房间。设施齐全，有电吹风，水热也蛮大，没有空调，但山上晚上只有18度，用不上空调。我们上黄山是奥运前2天，天很好，所以房间还比较干燥，浴室有些潮，有2件羽绒服和加盖的被子。饭没有在宾馆吃，无法评价。服务还不错，动作挺快。
酒店,1,客房整洁，服务周到，卫浴稍小，餐饮略贵，整体不错！
酒店,0,设施陈旧，卫生很一般。好处就是停车，逛街方便，很多东西该更新了！！
计算机,1,"1,做工十分精细,细节非常的好.SONY的一贯作风,十分喜欢.这种态度值得尊敬. 2.悬浮式键盘特别舒适,声音小. 3.性能强大,跑大型软件和游戏也得心应手. 4.目前还是很安静的. 5.内存是单条2G,适合升级."
平板,1,特地用了几天才评价的，宝贝不错，性价比高，价格实惠，画面声音清晰，值得购买哦！
平板,1,做工不错，看视频也不卡顿，等再用用看
计算机,0,没有传说中的XP恢复光盘，好像也不支持802.11n和WIFI，请版主确认一下。
蒙牛,0,抵制蒙牛！无良商家！
水果,1,挺好的，速度快，还没尝。不知道味道咋样
水果,0,买东西好不好全看运气 就是花钱赌一把呗 上次买很好。这次买三个坏了两个 皮很多快有腐烂 还很多霉点。生鲜搞618物流跟不上就不要搞，头一天中午就显示在配送 第二天才给我送过来（深圳市区），这种夏天搞生鲜连冰袋都不配备，你们对自己的物流很自信嘛？
酒店,1,这是一个值得推荐的宾馆＃２楼标房仅280元确实是价廉物美，性价比很高，虽然卫生间小了一点。缺点是如果你带了很多行李就不方便了，我住的是＃２楼２层，实际上从大堂到房间要爬4层，还不算水平距离，好在还有服务生（这样的服务不给小费是不好意思的啦，仅管我没有付小费的习惯。）
平板,0,分辨率太低了
平板,0,不是很好 清晰度极差 用了一段时间就失灵了，无法静音，也无法用最大的声音 不是很满意的
水果,0,超级生气！太不靠谱了！买了二箱苹果，居然一箱有7个磕伤或坏的，另一箱有3个坏的，想退货还不让退！说是生鲜食品不可退！下次不会再在京东上买水果了！超级超级火大……真是一星都不想给
洗发水,1,日期近，味道还是能接受，比较香，好用，洗发后发质较酥散 但无流香作用。
书籍,1,开头琐碎了点，特别是人物繁多，不过就跟每次到新学校一下子认识很多个新同学一样。在人生里其实能产生重大意义的也就那么一两个，所以有些人名直接忽略掉就可以了。在图书馆接了本张爱玲的传记，参照的读过以后，确实很自传。如果有人想读部分炒得很热的内容，那只能说，文学家就算写，也都写得非常含蓄和内敛。富于想象吧。
衣服,0,很少来京东评价买过的东西，但这裤子质量实在太差，穿了没几次已经开裆了，而且起球严重。买者慎重
洗发水,1,好评。买回家里用的。    价格很便宜，但质量又相当好。
酒店,1,酒店的交通不很方便，电梯特别慢，其余还是如家特色。
洗发水,0,总体还好，就是太小了，跟想的差了好多
计算机,1,散热尚可，显卡不错。这个价位有独立显卡不容易啊。硬盘也不小。考一些高清电影看，效果很不错
平板,1,很不错的手机，用华为已经3年了，非常不错
酒店,0,我是真的没看出来哪里有五星级的标准。卫生间洗护用品都过期快一年了，2014年5月30产的，这都给顾客用，砸不砸五星级的招牌，还有梳子和牙具，洗澡间的喷头，我简直不知道应该说什么，过期产品是不是应该给我一个说法！
酒店,0,这个酒店的前台态度很差，一脸欠她1000万的样子，不仅没有笑脸讲话跟人吵架似的。我订了两间房，出示了两张预定人的身份证件，前台说入住人要全部出示证件，另外两个朋友找身份证的时候，我说刚刚给你2张是预定人，前台头也不抬甩过来一句“是谁订的我自己会查”。还有，下了高铁打电话问酒店位置，语气冷淡，我话还没说完电话就挂了。真牛逼！另外，说一下酒店去机场的大巴，网站上说要提前一天预约，其实酒店根本不管。我去机场那天，大巴已经坐满，过道全部站满人，完全是超载状态，完全不考虑安全隐患。这酒店我住一次就够了，下次浦东的飞机绝！不！会！再！选！择！！
蒙牛,1,#蒙牛百变大咖秀# 换装后的蒙牛纯牛奶外包装很清新，不过我还是最喜欢一块八一袋的6+1早餐奶，平民化的享受
酒店,0,卫生一般
水果,1,潘苹果，太棒了，久闻大名，一下7箱。
洗发水,1,物美价廉 挺便宜 抢了神券 满198减100 纯属囤货 留着用吧 日用品 得着便宜就囤
洗发水,1,中午下单，下午就到了。快递小哥非常快。一直用潘婷。好用！
水果,1,苹果好吃，新鲜，脆甜，相当棒！
衣服,1,喜欢喜欢，简单。我就喜欢这样的衣服
